variant,revenue,pre_revenue,page_load_ms,support_ticket
treatment,37.53,12.38,835.6,0
treatment,55.97,27.36,811.7,0
treatment,47.83,21.0,948.4,0
treatment,57.99,41.63,893.9,0
treatment,46.58,47.73,909.5,0
treatment,14.66,34.94,1009.5,0
treatment,62.76,57.99,1014.2,0
treatment,43.02,45.42,770.0,0
treatment,58.81,63.12,958.1,0
treatment,57.02,37.57,923.5,0
treatment,30.68,98.82,867.1,0
treatment,28.13,33.84,931.9,0
treatment,56.4,27.74,763.4,0
treatment,39.14,25.53,1024.9,0
treatment,61.46,40.2,947.2,0
treatment,41.39,13.05,834.1,0
treatment,63.02,49.3,857.0,0
treatment,52.22,9.7,765.3,0
treatment,49.78,46.91,879.3,0
treatment,37.87,19.68,865.4,0
treatment,48.78,37.14,796.3,0
treatment,66.07,54.88,968.7,1
treatment,43.62,85.47,1009.7,0
treatment,54.16,24.6,902.8,0
treatment,45.43,41.29,879.9,0
treatment,46.84,30.97,940.7,0
treatment,75.62,28.34,903.4,0
treatment,66.23,31.13,816.3,0
treatment,46.03,58.83,851.5,0
treatment,48.46,35.21,880.7,0
treatment,31.97,84.49,925.4,0
treatment,41.49,51.49,905.8,0
treatment,50.17,25.82,922.3,0
treatment,59.91,37.4,780.0,0
treatment,58.09,29.57,959.5,0
treatment,24.63,58.4,905.3,0
treatment,62.19,14.5,1114.3,0
treatment,43.0,19.86,873.2,0
treatment,26.83,33.35,931.5,0
treatment,68.65,56.29,1137.0,0
treatment,70.94,66.2,920.9,0
treatment,49.35,68.85,899.5,0
treatment,57.36,53.54,824.1,0
treatment,58.41,42.51,1030.3,0
treatment,69.72,58.3,810.0,0
treatment,57.71,23.4,940.0,0
treatment,20.7,10.8,866.2,0
treatment,80.78,51.86,889.5,0
treatment,63.78,25.9,788.2,0
treatment,35.43,42.82,1015.1,1
treatment,26.07,46.15,882.2,0
treatment,53.69,48.47,805.4,0
treatment,39.59,60.88,1007.7,0
treatment,50.54,58.98,863.7,0
treatment,57.98,47.51,932.4,0
treatment,34.4,36.04,974.0,1
treatment,24.51,45.94,943.9,0
treatment,51.54,33.27,724.9,0
treatment,35.0,40.46,962.0,0
treatment,47.23,91.13,896.7,0
treatment,20.42,47.28,878.0,1
treatment,40.06,52.1,896.1,0
treatment,57.47,31.3,773.0,0
treatment,55.51,62.36,920.8,0
treatment,30.41,57.68,793.1,0
treatment,23.57,57.81,881.6,0
treatment,44.88,47.87,917.8,0
treatment,54.7,62.62,993.1,0
treatment,51.89,66.89,837.8,0
treatment,35.38,49.1,1024.0,0
treatment,49.96,41.94,982.6,0
treatment,71.64,60.1,869.8,0
treatment,48.29,27.73,814.1,0
treatment,15.2,31.08,786.6,0
treatment,48.26,43.04,927.3,0
treatment,81.39,12.66,844.5,0
treatment,21.43,58.9,1003.3,0
treatment,45.14,26.67,849.3,0
treatment,40.53,35.51,831.1,0
treatment,46.33,40.16,924.2,0
treatment,48.1,44.71,848.7,0
treatment,65.12,37.81,905.7,0
treatment,46.13,42.79,985.9,0
treatment,67.59,42.93,914.6,0
treatment,42.48,35.95,914.9,0
treatment,38.3,30.08,921.8,0
treatment,32.55,63.47,766.2,0
treatment,11.89,6.12,937.1,0
treatment,49.56,40.3,918.1,0
treatment,81.57,35.56,978.2,0
treatment,52.85,51.54,954.7,0
treatment,56.96,17.82,888.4,0
treatment,37.17,35.0,989.7,0
treatment,40.2,42.16,881.0,0
treatment,62.32,63.26,925.3,0
treatment,80.76,49.98,879.5,0
treatment,71.38,22.7,942.9,0
treatment,59.09,35.23,874.1,0
treatment,45.23,59.95,1040.1,0
treatment,48.37,22.39,1070.4,0
treatment,31.04,42.58,976.7,0
treatment,18.53,43.84,1031.4,0
treatment,24.32,37.06,778.8,0
treatment,45.5,92.52,788.4,0
treatment,39.34,36.57,878.6,0
treatment,18.15,52.1,908.4,0
treatment,43.93,30.21,888.7,0
treatment,38.87,53.5,770.3,0
treatment,23.49,59.67,999.4,0
treatment,37.94,33.42,1081.6,0
treatment,38.82,43.02,1010.0,0
treatment,33.5,27.88,994.0,0
treatment,61.28,23.4,923.5,0
treatment,10.35,62.66,835.9,0
treatment,8.86,34.03,910.9,0
treatment,44.66,0.55,1077.7,0
treatment,46.33,75.78,876.1,0
treatment,51.88,29.56,867.7,0
treatment,34.9,39.57,995.8,0
treatment,28.08,73.54,1001.2,0
treatment,44.47,41.45,835.5,0
treatment,36.65,41.06,883.6,0
treatment,72.52,21.89,863.8,0
treatment,38.76,14.57,910.7,0
treatment,43.64,41.01,995.5,0
treatment,89.16,50.53,839.1,0
treatment,41.09,49.5,994.4,1
treatment,54.61,35.34,913.3,0
treatment,56.23,44.36,1095.7,0
treatment,57.77,10.93,931.1,0
treatment,49.81,52.28,897.1,0
treatment,48.09,46.91,952.1,0
treatment,46.41,79.53,877.4,0
treatment,34.23,44.13,757.8,0
treatment,50.46,27.03,885.3,0
treatment,81.12,43.09,884.0,0
treatment,66.39,38.1,774.4,0
treatment,50.07,51.82,899.0,0
treatment,60.0,44.48,735.5,0
treatment,28.95,21.32,876.5,0
treatment,39.91,14.56,925.0,0
treatment,61.66,48.73,913.0,0
treatment,71.37,68.9,871.3,0
treatment,30.72,45.43,898.0,0
treatment,35.9,58.64,840.7,0
treatment,83.86,62.23,905.9,0
treatment,46.33,48.8,909.8,0
treatment,77.42,29.34,831.2,0
treatment,48.32,47.52,927.0,0
treatment,49.03,65.73,926.4,0
treatment,39.1,53.54,891.4,0
treatment,61.57,57.47,1103.5,0
treatment,69.04,35.67,893.5,0
treatment,25.97,40.36,882.1,0
treatment,38.26,41.86,870.4,1
treatment,61.07,43.08,825.4,0
treatment,42.27,65.02,961.2,0
treatment,35.72,1.75,848.7,0
treatment,62.77,44.55,858.4,0
treatment,64.46,42.57,860.9,0
treatment,36.51,19.31,824.2,0
treatment,48.42,56.09,761.4,0
treatment,22.85,30.96,867.0,0
treatment,28.48,37.57,976.6,1
treatment,46.83,77.28,921.2,0
treatment,45.17,62.18,1033.0,0
treatment,27.2,54.34,966.6,0
treatment,31.71,50.85,948.0,0
treatment,25.43,41.04,1059.4,0
treatment,52.79,79.99,897.0,0
treatment,9.18,58.44,910.2,0
treatment,26.39,30.51,904.1,0
treatment,11.07,18.8,1031.6,0
treatment,52.14,54.2,905.2,0
treatment,12.15,42.99,851.8,0
treatment,45.17,18.28,953.2,0
treatment,74.11,51.71,838.1,0
treatment,74.72,39.16,948.7,0
treatment,12.09,53.55,938.9,0
treatment,49.97,51.95,889.5,0
treatment,26.8,33.05,951.4,0
treatment,23.12,55.39,783.0,0
treatment,42.56,35.04,918.4,0
treatment,66.71,36.21,867.1,0
treatment,55.39,34.42,1139.7,0
treatment,31.73,64.36,917.8,0
treatment,57.29,38.95,856.1,0
treatment,4.21,68.7,792.0,0
treatment,31.05,76.1,1012.0,0
treatment,29.77,30.7,876.3,0
treatment,46.01,-8.58,840.1,0
treatment,40.95,62.8,932.6,0
treatment,42.05,37.84,958.3,0
treatment,41.46,28.41,957.0,0
treatment,45.0,33.4,906.6,1
treatment,54.32,36.53,918.1,0
treatment,47.29,67.35,924.0,0
treatment,39.48,46.88,932.6,0
treatment,51.83,67.1,939.8,0
treatment,59.47,52.9,994.7,0
treatment,34.59,38.43,909.6,0
treatment,43.53,36.97,838.0,0
treatment,65.51,54.11,893.2,0
treatment,24.75,58.77,966.8,0
treatment,77.08,61.94,758.5,0
treatment,20.5,39.29,759.0,0
treatment,38.38,47.15,980.3,0
treatment,27.5,54.51,1029.7,0
treatment,83.98,37.09,801.3,0
treatment,35.54,23.57,913.2,0
treatment,35.58,29.49,872.2,0
treatment,37.93,39.66,883.6,0
treatment,46.32,55.92,930.1,0
treatment,38.69,66.66,799.0,0
treatment,42.21,19.59,814.2,0
treatment,-18.93,33.25,880.3,0
treatment,45.63,37.56,893.1,0
treatment,44.92,58.3,812.7,0
treatment,63.29,34.49,969.8,1
treatment,68.16,36.26,870.8,0
treatment,41.22,18.58,870.4,0
treatment,59.29,52.7,928.2,0
treatment,24.77,41.09,894.4,0
treatment,58.41,32.23,973.7,0
treatment,34.3,39.33,828.5,1
treatment,23.28,64.29,790.4,0
treatment,41.26,25.91,879.6,0
treatment,69.81,28.85,909.9,1
treatment,47.86,66.54,803.3,0
treatment,71.54,45.36,791.2,0
treatment,31.12,56.06,919.9,0
treatment,63.46,51.23,842.9,0
treatment,32.86,43.36,785.9,0
treatment,48.66,37.73,984.2,0
treatment,48.5,58.97,853.2,0
treatment,56.51,64.92,999.3,0
treatment,49.11,63.52,907.3,0
treatment,31.29,22.66,929.2,0
treatment,60.45,67.49,887.7,0
treatment,75.77,37.56,687.3,0
treatment,34.09,30.41,811.8,0
treatment,11.57,40.95,894.7,0
treatment,53.59,58.96,934.9,0
treatment,38.64,53.73,758.2,0
treatment,42.24,39.4,900.6,0
treatment,54.61,59.08,813.0,0
treatment,36.38,46.52,924.2,0
treatment,39.76,33.69,903.4,1
treatment,42.8,31.26,966.0,1
treatment,71.06,51.38,992.5,0
treatment,45.14,42.51,942.6,0
treatment,22.36,19.24,975.6,0
treatment,23.07,59.25,876.3,0
treatment,47.11,35.36,1136.5,0
treatment,24.27,72.66,805.1,0
treatment,16.48,18.75,861.7,0
treatment,56.04,40.75,978.9,0
treatment,56.92,31.4,966.7,0
treatment,37.97,26.44,945.0,0
treatment,49.89,35.24,960.4,0
treatment,47.99,75.87,734.1,0
treatment,55.44,46.58,1035.3,0
treatment,55.49,29.75,888.3,0
treatment,-2.3,11.08,1007.2,0
treatment,40.27,13.02,738.3,0
treatment,53.92,34.34,926.0,0
treatment,37.21,32.59,858.8,0
treatment,45.25,39.97,951.9,0
treatment,58.11,3.1,931.0,0
treatment,46.06,42.35,935.0,0
treatment,71.74,62.5,818.2,0
treatment,64.89,73.21,900.3,0
treatment,42.47,9.9,890.2,0
treatment,41.04,29.57,945.6,0
treatment,-6.71,28.62,986.1,0
treatment,38.72,46.62,917.3,0
treatment,20.24,22.04,800.4,0
treatment,48.58,74.28,913.8,0
treatment,47.35,44.78,1119.1,0
treatment,57.13,41.78,1040.0,0
treatment,69.74,72.67,661.1,0
treatment,44.13,43.71,910.2,0
treatment,85.65,51.21,981.4,0
treatment,48.78,30.49,890.0,0
treatment,21.02,19.33,867.3,0
treatment,34.48,33.01,883.1,0
treatment,37.89,83.37,950.3,1
treatment,55.26,55.39,810.8,0
treatment,27.55,48.94,1002.5,0
treatment,39.24,26.43,900.4,0
treatment,41.7,60.4,828.3,0
treatment,36.53,19.56,997.2,0
treatment,59.21,15.79,778.3,0
treatment,56.14,33.94,859.5,0
treatment,65.6,79.18,858.1,0
treatment,38.64,78.16,1080.8,0
treatment,66.25,35.88,848.8,0
treatment,20.05,31.86,728.3,0
treatment,19.61,14.47,857.3,0
treatment,22.75,45.4,942.4,0
treatment,44.77,46.92,969.3,0
treatment,66.24,58.21,1091.7,0
treatment,33.76,60.39,1020.4,0
treatment,36.02,40.45,920.4,0
treatment,40.71,54.01,831.9,0
treatment,54.91,31.39,1038.2,0
treatment,36.0,53.67,874.8,1
treatment,35.0,34.87,851.0,0
treatment,20.38,52.27,870.8,0
treatment,34.31,50.81,802.3,0
treatment,65.79,45.24,866.9,0
treatment,46.24,58.3,885.9,0
treatment,31.28,15.73,964.9,0
treatment,66.85,24.83,873.2,0
treatment,34.07,39.14,801.1,0
treatment,70.16,18.02,773.5,0
treatment,69.86,36.68,922.2,0
treatment,45.61,37.26,911.0,0
treatment,17.63,67.57,859.5,0
treatment,85.81,46.57,866.7,0
treatment,51.57,62.53,936.9,0
treatment,38.77,49.43,1019.0,0
treatment,61.81,34.36,841.0,0
treatment,57.24,46.41,912.3,0
treatment,68.2,57.13,983.6,0
treatment,32.68,65.48,841.4,0
treatment,50.33,41.62,903.7,0
treatment,23.25,14.34,901.9,0
treatment,56.59,13.08,797.5,0
treatment,44.19,38.12,918.8,0
treatment,49.66,1.92,907.6,0
treatment,41.97,76.31,950.5,0
treatment,40.08,54.74,807.7,0
treatment,28.97,32.56,905.8,0
treatment,58.83,24.03,1018.3,0
treatment,71.41,62.51,1075.4,0
treatment,34.58,23.95,1010.0,0
treatment,54.56,25.67,808.5,0
treatment,52.38,30.21,942.0,0
treatment,44.75,46.05,865.4,0
treatment,17.12,55.17,928.3,0
treatment,21.17,65.47,841.7,0
treatment,30.54,62.81,764.5,0
treatment,6.1,44.01,876.7,1
treatment,69.94,62.37,964.3,0
treatment,51.22,31.92,928.6,0
treatment,44.06,11.22,938.0,0
treatment,5.18,31.92,922.7,0
treatment,11.77,29.49,938.2,0
treatment,44.56,32.62,948.4,0
treatment,80.07,26.73,882.5,1
treatment,32.02,35.7,911.8,0
treatment,60.15,55.16,1047.9,0
treatment,35.96,74.87,916.6,0
treatment,45.59,12.94,908.5,0
treatment,66.46,20.82,913.4,0
treatment,38.37,29.75,887.1,0
treatment,32.18,57.78,869.3,0
treatment,70.13,40.31,922.1,0
treatment,45.42,30.97,863.5,0
treatment,64.24,56.9,893.1,0
treatment,32.27,61.22,840.2,0
treatment,69.92,43.66,913.9,0
treatment,49.53,29.31,952.9,0
treatment,52.43,48.87,887.6,0
treatment,46.97,39.8,740.3,0
treatment,35.5,39.66,953.4,0
treatment,44.57,34.78,914.9,0
treatment,36.63,60.65,823.6,0
treatment,61.87,48.5,968.4,0
treatment,40.94,62.64,790.3,0
treatment,17.66,68.05,990.7,0
treatment,14.37,52.26,900.3,0
treatment,13.52,34.88,719.0,0
treatment,55.72,62.73,919.6,0
treatment,23.87,52.38,871.7,0
treatment,50.0,90.86,859.3,0
treatment,47.06,49.58,844.5,1
treatment,43.44,56.56,894.6,0
treatment,52.49,49.23,865.2,0
treatment,47.45,42.22,752.8,0
treatment,-4.18,39.34,1009.3,0
treatment,38.77,49.3,885.0,0
treatment,52.25,53.38,845.0,0
treatment,74.13,64.78,812.5,0
treatment,74.96,49.56,968.2,0
treatment,20.06,35.67,798.5,0
treatment,38.3,38.12,916.0,0
treatment,16.41,20.19,857.1,0
treatment,71.96,73.9,861.9,0
treatment,62.83,34.26,814.5,0
treatment,50.91,61.41,854.1,0
treatment,47.59,48.98,905.7,0
treatment,69.45,49.47,924.3,0
treatment,66.4,41.89,840.6,0
treatment,65.44,29.82,897.5,0
treatment,52.82,26.57,977.9,0
treatment,38.31,75.11,768.7,0
treatment,58.41,46.05,904.5,0
treatment,59.29,64.25,827.0,0
treatment,41.17,68.93,818.7,0
treatment,38.28,36.6,926.4,0
treatment,65.0,51.62,860.3,0
treatment,74.55,44.81,805.2,0
treatment,31.11,23.17,1013.6,0
treatment,39.86,40.66,980.4,0
treatment,50.92,54.58,746.6,0
treatment,53.36,35.02,784.1,0
treatment,35.2,38.15,953.7,0
treatment,78.5,40.88,881.6,0
treatment,52.2,82.01,1028.0,0
treatment,54.16,10.99,955.5,0
treatment,76.26,53.03,929.6,0
treatment,36.52,39.44,821.2,0
treatment,43.01,32.47,945.3,0
treatment,22.04,39.0,800.4,0
treatment,41.5,56.01,1012.0,0
treatment,17.8,57.04,939.6,0
treatment,58.06,47.35,837.4,0
treatment,52.16,63.67,971.0,0
treatment,39.61,66.84,1088.8,0
treatment,42.79,58.69,887.2,0
treatment,58.31,34.17,950.1,0
treatment,24.16,52.9,869.6,0
treatment,48.28,52.99,912.0,0
treatment,57.19,29.32,781.4,0
treatment,12.52,15.75,905.0,0
treatment,56.93,7.59,908.6,0
treatment,14.47,45.26,1052.5,0
treatment,42.48,49.36,757.8,0
treatment,23.66,22.73,882.0,0
treatment,70.36,62.83,1010.6,0
treatment,23.77,46.74,885.2,0
treatment,14.9,68.29,890.9,0
treatment,47.0,50.67,836.7,0
treatment,37.15,24.81,828.5,0
treatment,17.52,52.25,755.3,0
treatment,54.06,56.06,853.4,0
treatment,8.75,34.14,823.9,0
treatment,25.95,18.04,914.7,0
treatment,34.25,45.81,840.4,0
treatment,59.04,25.98,865.7,0
treatment,67.92,64.18,867.9,0
treatment,64.45,36.67,901.1,0
treatment,41.84,75.04,861.7,0
treatment,0.91,5.77,817.9,0
treatment,51.64,46.43,912.0,0
treatment,71.07,69.73,992.5,1
treatment,66.81,27.97,915.5,0
treatment,52.93,41.13,855.0,0
treatment,23.19,36.75,894.9,0
treatment,35.14,31.69,736.8,0
treatment,79.41,48.4,893.6,0
treatment,19.1,20.68,872.2,0
treatment,23.94,42.0,828.5,0
treatment,61.57,53.29,843.3,0
treatment,36.84,40.13,871.4,0
treatment,23.33,26.0,986.4,0
treatment,72.1,62.54,994.5,0
treatment,52.9,57.14,828.9,0
treatment,37.73,25.26,862.5,0
treatment,23.98,20.71,864.6,0
treatment,81.45,26.87,971.4,0
treatment,44.16,53.81,916.9,0
treatment,69.75,48.96,912.6,0
treatment,60.69,58.22,949.0,1
treatment,35.22,38.13,856.1,0
treatment,35.37,27.35,1016.8,0
treatment,70.63,60.54,904.9,0
treatment,70.93,34.04,834.8,0
treatment,10.82,47.36,886.2,0
treatment,54.5,16.1,1006.0,0
treatment,42.42,33.74,870.1,0
treatment,26.0,62.17,982.9,0
treatment,49.31,31.11,853.7,0
treatment,20.31,58.66,842.2,0
treatment,36.2,2.04,959.1,0
treatment,30.23,33.93,833.3,0
treatment,35.6,40.92,972.4,0
treatment,43.31,75.37,933.8,0
treatment,26.32,22.96,833.4,0
treatment,72.92,56.08,899.1,0
treatment,53.48,63.02,860.0,0
treatment,76.9,31.01,933.6,0
treatment,41.72,37.28,1059.8,0
treatment,34.72,46.55,874.6,0
treatment,76.25,17.33,948.8,0
treatment,34.19,35.81,907.0,0
treatment,41.39,66.97,907.0,0
treatment,57.56,53.41,891.5,0
treatment,22.32,41.18,834.7,0
treatment,57.4,46.04,932.5,0
treatment,55.1,54.46,881.3,0
treatment,67.45,57.9,830.8,0
treatment,60.62,33.98,988.2,0
treatment,68.0,71.62,913.1,0
treatment,42.61,67.69,886.3,0
treatment,29.07,56.19,1014.9,0
treatment,82.58,28.83,754.4,0
treatment,17.12,25.64,1009.4,0
treatment,18.92,38.12,832.8,0
treatment,54.77,45.09,922.3,0
treatment,73.85,12.17,856.8,0
treatment,48.01,52.9,829.3,0
treatment,62.59,67.17,1012.7,0
treatment,8.68,54.38,1057.2,0
treatment,35.61,31.83,886.9,0
treatment,10.87,29.7,932.5,0
treatment,58.65,49.4,909.7,0
treatment,16.75,41.24,1046.9,0
treatment,21.6,51.97,731.7,0
treatment,53.85,54.83,935.9,0
treatment,63.71,63.65,845.4,0
treatment,41.74,23.62,711.8,1
treatment,54.86,47.99,875.4,0
treatment,54.28,37.46,1056.5,0
treatment,40.72,42.22,851.2,0
treatment,24.9,59.56,969.8,0
treatment,54.77,61.52,1003.3,0
treatment,55.64,69.17,904.0,0
treatment,60.69,51.66,914.9,0
treatment,50.22,42.02,764.3,0
treatment,23.57,39.45,846.3,0
treatment,57.03,12.77,979.4,0
treatment,44.58,68.12,910.0,0
treatment,35.91,38.21,935.1,0
treatment,39.3,53.11,915.9,0
treatment,32.18,56.22,1084.7,0
treatment,60.6,21.58,869.7,0
treatment,19.07,27.38,1036.6,0
treatment,26.72,71.85,915.9,0
treatment,38.68,49.23,1043.9,0
treatment,73.65,33.55,804.6,0
treatment,63.58,41.73,920.1,0
treatment,15.06,63.55,872.7,0
treatment,68.92,60.82,916.4,0
treatment,68.89,17.61,1005.2,0
treatment,23.47,73.42,936.1,0
treatment,-0.79,61.39,1005.1,0
treatment,43.3,41.26,850.0,0
treatment,64.8,22.55,837.5,0
treatment,73.24,62.97,906.3,0
treatment,28.93,52.58,901.8,0
treatment,76.14,17.76,889.8,0
treatment,4.5,39.82,826.4,0
treatment,37.98,100.27,1003.3,0
treatment,37.09,44.3,875.2,0
treatment,65.34,30.64,1021.9,1
treatment,67.97,25.85,906.0,0
treatment,61.78,75.9,958.2,0
treatment,20.29,59.26,950.7,0
treatment,60.13,69.33,837.4,0
treatment,53.76,48.47,935.1,0
treatment,14.52,66.57,1063.1,0
treatment,7.39,28.73,925.6,0
treatment,63.28,46.93,978.9,0
treatment,41.36,49.17,961.8,0
treatment,21.47,68.88,930.2,0
treatment,40.85,49.74,920.3,0
treatment,51.15,32.74,949.9,0
treatment,43.11,45.15,967.6,0
treatment,16.66,13.82,794.1,0
treatment,78.54,2.22,925.3,0
treatment,62.68,58.96,889.9,0
treatment,38.56,37.25,872.9,0
treatment,39.29,39.29,1011.3,0
treatment,51.07,58.96,844.9,0
treatment,24.27,69.15,790.6,0
treatment,50.41,53.62,970.2,1
treatment,20.65,78.71,788.5,0
treatment,43.33,53.05,746.9,0
treatment,23.57,49.44,979.5,0
treatment,24.47,48.33,918.0,0
treatment,74.22,20.86,943.8,0
treatment,45.67,61.21,868.7,0
treatment,48.33,-0.02,791.5,0
treatment,8.4,33.45,807.8,0
treatment,33.85,44.41,882.7,0
treatment,52.9,29.78,800.7,0
treatment,48.09,35.87,930.2,0
treatment,5.83,77.11,867.1,0
treatment,48.33,63.87,920.2,0
treatment,51.2,31.66,917.7,0
treatment,67.71,35.55,936.7,0
treatment,32.81,21.01,946.0,0
treatment,4.24,56.69,876.8,0
treatment,26.66,39.5,920.1,0
treatment,24.85,8.6,924.4,0
treatment,57.86,45.81,705.8,1
treatment,-4.3,51.9,958.0,0
treatment,36.53,61.34,917.3,0
treatment,70.26,42.68,951.3,0
treatment,44.73,37.29,799.5,0
treatment,60.73,79.75,879.1,0
treatment,15.05,44.12,815.5,0
treatment,15.76,56.95,966.1,0
treatment,70.47,34.29,789.8,0
treatment,46.42,56.42,828.9,1
treatment,46.46,17.8,948.8,0
treatment,24.47,35.68,853.4,0
treatment,46.41,22.25,828.9,0
treatment,23.97,33.11,979.4,0
treatment,65.96,66.51,982.7,1
treatment,93.7,32.98,964.2,0
treatment,53.31,56.93,974.6,0
treatment,33.17,71.31,886.0,0
treatment,-1.01,43.5,888.2,0
treatment,14.28,61.89,851.9,0
treatment,72.59,53.56,918.8,0
treatment,26.07,46.1,861.7,0
treatment,37.92,57.51,869.5,0
treatment,56.4,77.12,954.2,0
treatment,71.28,32.53,1002.1,0
treatment,41.01,26.73,937.7,0
treatment,37.32,25.68,1052.1,0
treatment,45.89,61.9,847.1,0
treatment,33.3,64.33,754.3,0
treatment,34.27,34.33,963.6,0
treatment,52.01,5.55,841.7,0
treatment,47.94,31.85,882.6,0
treatment,82.97,53.86,759.9,0
treatment,52.5,42.8,831.3,0
treatment,65.32,47.25,781.8,0
treatment,25.32,34.58,869.4,0
treatment,54.05,62.25,872.6,0
treatment,31.59,50.18,912.4,0
treatment,51.72,54.56,1006.7,0
treatment,56.99,46.86,960.5,0
treatment,45.5,53.44,772.0,0
treatment,87.93,52.25,954.9,0
treatment,70.3,27.29,914.2,0
treatment,65.79,50.72,897.0,0
treatment,58.36,58.25,903.1,0
treatment,76.34,64.79,921.8,0
treatment,18.73,51.49,848.3,0
treatment,69.27,26.63,890.0,0
treatment,26.76,29.4,1002.1,0
treatment,34.44,36.17,847.3,0
treatment,54.71,47.41,820.5,0
treatment,66.8,41.8,899.9,0
treatment,23.84,23.77,812.3,0
treatment,35.37,23.67,763.7,0
treatment,46.36,6.23,876.8,0
treatment,41.25,-12.15,1023.8,0
treatment,59.97,41.63,901.8,0
treatment,106.45,85.76,919.6,0
treatment,52.15,76.34,730.3,0
treatment,31.37,26.39,940.9,0
treatment,21.26,46.7,912.7,0
treatment,38.75,17.64,850.5,0
treatment,27.68,20.38,919.8,0
treatment,53.02,22.45,918.9,0
treatment,52.74,39.94,818.1,0
treatment,36.26,40.72,932.2,0
treatment,80.33,48.55,1003.2,0
treatment,31.36,55.94,886.3,0
treatment,42.45,37.94,833.9,0
treatment,56.1,44.65,890.4,0
treatment,60.66,24.31,975.1,0
treatment,67.6,19.8,804.4,0
treatment,52.31,17.02,952.4,0
treatment,63.52,55.69,849.4,0
treatment,32.63,37.92,924.8,0
treatment,61.13,10.32,858.7,0
treatment,60.89,42.86,858.5,0
treatment,71.83,21.52,1029.9,0
treatment,14.57,73.89,789.5,0
treatment,28.27,33.58,944.8,0
treatment,59.42,56.27,1047.0,0
treatment,-3.12,63.6,961.2,0
treatment,53.46,26.81,795.9,0
treatment,63.68,45.37,799.9,0
treatment,34.23,53.96,843.4,0
treatment,36.86,46.08,917.9,0
treatment,25.27,50.5,923.5,0
treatment,35.21,20.07,800.7,0
treatment,35.73,53.97,833.4,0
treatment,32.31,35.25,838.5,0
treatment,31.32,50.29,890.2,0
treatment,39.72,60.56,1067.7,0
treatment,39.5,56.04,828.5,0
treatment,78.33,50.28,824.9,0
treatment,37.5,55.56,812.1,0
treatment,50.79,56.39,957.1,0
treatment,34.22,70.92,901.6,0
treatment,33.99,43.39,831.5,0
treatment,13.92,46.95,875.3,0
treatment,16.32,60.78,840.1,0
treatment,22.87,35.17,929.3,0
treatment,47.91,19.97,1125.1,0
treatment,63.97,52.88,950.2,0
treatment,12.44,40.29,897.4,0
treatment,34.72,22.26,850.5,0
treatment,20.0,53.01,794.8,0
treatment,39.84,69.76,965.2,0
treatment,63.96,14.66,960.7,0
treatment,36.56,62.4,866.8,0
treatment,43.74,-1.67,1004.5,0
treatment,70.79,36.79,906.7,0
treatment,52.84,77.13,968.5,0
treatment,30.92,38.09,929.3,0
treatment,47.46,45.62,890.5,0
treatment,29.7,57.73,826.7,0
treatment,52.17,13.1,893.1,0
treatment,53.88,45.3,974.0,0
treatment,19.99,45.16,863.3,0
treatment,47.75,77.52,941.1,0
treatment,42.48,21.76,816.2,0
treatment,54.4,37.13,969.0,0
treatment,59.56,27.29,930.7,0
treatment,53.19,25.38,806.4,0
treatment,39.14,64.29,886.6,0
treatment,61.4,44.48,981.4,0
treatment,28.88,34.0,801.8,0
treatment,20.83,34.68,817.2,0
treatment,-12.92,33.86,899.3,0
treatment,43.34,35.47,1079.9,0
treatment,29.81,21.24,849.8,0
treatment,51.76,39.34,945.6,0
treatment,9.12,37.53,926.3,0
treatment,32.95,30.36,856.7,0
treatment,53.06,46.79,918.2,0
treatment,26.06,48.32,868.3,0
treatment,51.97,33.98,875.7,0
treatment,34.57,41.41,768.8,0
treatment,44.01,82.86,903.0,0
treatment,55.31,82.17,978.7,0
treatment,61.75,25.03,909.7,0
treatment,46.26,27.54,994.4,0
treatment,29.95,24.93,952.6,0
treatment,36.36,63.03,900.1,0
treatment,56.07,36.83,853.5,0
treatment,26.22,48.31,865.1,0
treatment,41.39,79.95,784.4,0
treatment,37.65,43.81,883.1,0
treatment,42.74,56.71,917.0,0
treatment,26.43,53.37,1045.7,1
treatment,11.27,33.41,948.3,0
treatment,53.97,63.06,834.1,0
treatment,61.95,28.71,787.0,0
treatment,12.34,68.12,888.1,0
treatment,51.24,33.43,971.6,0
treatment,64.1,35.4,886.9,0
treatment,55.33,24.41,949.4,0
treatment,37.1,27.36,890.1,0
treatment,27.62,36.32,963.8,0
treatment,46.06,0.24,774.0,0
treatment,49.06,39.8,1036.5,0
treatment,46.32,34.86,813.8,0
treatment,41.36,58.22,970.1,0
treatment,25.11,51.61,882.7,0
treatment,52.21,31.26,895.5,1
treatment,53.08,35.75,885.2,0
treatment,48.21,39.78,926.0,0
treatment,46.6,70.75,942.5,0
treatment,74.83,29.2,991.8,0
treatment,33.36,31.04,1020.5,0
treatment,67.67,23.69,932.2,0
treatment,31.39,17.32,1045.5,0
treatment,64.56,49.53,912.6,0
treatment,66.8,47.65,993.4,0
treatment,39.33,67.09,940.2,0
treatment,74.5,62.75,860.0,0
treatment,53.04,87.15,919.9,0
treatment,28.81,42.67,946.3,1
treatment,37.87,39.31,902.4,0
treatment,64.99,20.6,938.9,0
treatment,61.22,56.54,976.0,0
treatment,25.56,46.13,903.1,0
treatment,42.09,55.72,663.6,0
