variant,revenue,pre_revenue,page_load_ms,support_ticket
treatment,40.03,48.73,1228.7,1
treatment,48.71,74.56,1014.9,0
treatment,45.7,34.95,1178.6,0
treatment,42.0,55.66,1089.1,0
treatment,55.29,28.15,1301.8,0
treatment,59.98,6.8,1287.4,0
treatment,85.38,47.73,1089.7,0
treatment,63.64,50.67,1175.6,0
treatment,78.69,42.02,1203.6,0
treatment,35.27,17.07,1265.6,0
treatment,21.18,49.48,1020.8,0
treatment,49.74,48.79,970.1,0
treatment,65.44,28.0,1183.6,0
treatment,62.62,19.64,939.5,0
treatment,71.8,39.46,1195.1,1
treatment,4.34,55.75,1236.3,0
treatment,72.55,51.5,1297.4,0
treatment,56.04,28.14,1120.9,0
treatment,22.21,46.46,1195.3,0
treatment,63.02,59.97,1241.9,0
treatment,53.05,22.89,1068.3,0
treatment,56.86,45.14,1267.0,0
treatment,67.98,68.11,1206.1,0
treatment,57.74,21.05,1122.5,0
treatment,23.49,64.8,1193.4,0
treatment,47.43,73.15,1166.8,0
treatment,20.88,40.0,1254.1,0
treatment,61.68,37.83,1145.8,0
treatment,75.16,62.6,1201.6,0
treatment,27.65,40.65,1121.0,0
treatment,37.91,1.64,1090.9,0
treatment,34.12,42.22,1196.3,0
treatment,41.83,52.47,1094.8,0
treatment,57.42,57.32,1256.1,0
treatment,42.02,28.15,1236.3,0
treatment,61.75,39.14,1107.3,0
treatment,69.18,61.58,1200.3,0
treatment,69.83,42.92,1106.9,0
treatment,29.87,16.48,1027.6,0
treatment,74.95,66.28,1123.3,1
treatment,76.39,40.15,1175.2,1
treatment,77.95,63.64,1229.5,0
treatment,47.16,18.88,1194.2,0
treatment,36.47,41.82,1266.2,0
treatment,32.28,53.18,1086.8,0
treatment,30.17,42.43,1144.2,1
treatment,50.21,22.71,1336.2,0
treatment,65.26,1.04,996.5,0
treatment,73.52,71.42,1137.1,0
treatment,41.26,48.46,1078.2,0
treatment,49.3,65.0,1161.4,0
treatment,48.12,60.72,1138.7,0
treatment,38.56,54.74,1237.2,0
treatment,63.24,38.22,1204.3,0
treatment,56.53,52.82,1056.0,0
treatment,52.55,69.79,1124.1,0
treatment,56.45,45.49,1180.0,0
treatment,61.08,78.23,1250.2,0
treatment,60.9,17.01,1411.1,0
treatment,34.91,15.08,1246.8,0
treatment,66.13,61.79,1083.8,0
treatment,54.6,29.26,1171.1,0
treatment,42.18,80.78,1197.2,0
treatment,54.22,68.07,1130.7,0
treatment,56.2,72.58,1224.7,0
treatment,69.47,59.92,964.2,0
treatment,31.17,27.41,1232.5,0
treatment,73.85,14.13,1134.7,0
treatment,50.42,70.92,1169.6,0
treatment,40.89,17.01,1319.2,0
treatment,40.34,72.53,1060.2,0
treatment,31.98,56.05,1205.9,0
treatment,18.66,42.63,1255.4,0
treatment,62.19,51.96,1196.2,0
treatment,85.66,52.38,1026.7,1
treatment,20.88,40.36,1308.3,0
treatment,32.89,69.66,1159.9,0
treatment,63.53,69.05,1129.9,0
treatment,49.18,46.8,1150.5,0
treatment,65.02,33.2,1143.7,0
treatment,48.17,67.51,1066.9,0
treatment,39.55,7.59,1195.7,0
treatment,45.93,51.99,1123.3,0
treatment,7.12,57.31,1243.7,0
treatment,29.42,29.09,1229.2,0
treatment,67.07,61.53,1334.4,0
treatment,71.45,43.53,1159.9,0
treatment,75.31,34.18,1103.7,0
treatment,57.94,61.34,1040.4,0
treatment,9.39,24.46,1388.4,0
treatment,38.57,59.65,1242.9,0
treatment,73.84,8.32,1114.2,1
treatment,79.21,49.14,1340.8,0
treatment,74.53,44.79,1308.8,0
treatment,45.75,34.29,1051.6,0
treatment,26.48,51.01,1108.4,0
treatment,49.27,42.57,1167.4,0
treatment,50.27,62.98,1078.3,0
treatment,78.18,54.08,1170.8,0
treatment,54.1,52.15,1247.6,0
treatment,50.3,49.25,1049.5,0
treatment,51.32,35.5,1207.8,1
treatment,57.2,38.57,1291.0,0
treatment,61.28,48.47,1218.0,0
treatment,36.96,40.88,1172.8,0
treatment,30.96,64.01,1116.5,0
treatment,74.67,45.68,1258.9,0
treatment,20.46,50.77,1068.2,0
treatment,79.48,18.75,1203.1,0
treatment,15.61,60.98,1182.4,0
treatment,39.48,33.54,1286.9,0
treatment,67.49,25.23,1124.6,0
treatment,50.01,73.63,1132.7,0
treatment,26.3,56.56,1062.0,0
treatment,57.68,61.59,1221.5,1
treatment,51.21,52.18,1139.7,0
treatment,46.11,42.32,1098.1,0
treatment,38.77,38.97,1107.2,0
treatment,49.38,58.02,1231.0,1
treatment,39.53,64.39,1075.2,0
treatment,93.82,42.77,1083.7,0
treatment,45.68,81.31,1265.2,0
treatment,43.27,40.45,1164.2,0
treatment,40.25,18.91,1270.8,0
treatment,81.99,13.01,1145.9,1
treatment,20.5,13.62,1179.9,0
treatment,56.47,36.55,1194.8,0
treatment,45.69,39.82,1311.8,0
treatment,24.38,56.29,1304.1,0
treatment,35.26,43.49,1289.6,0
treatment,55.71,59.18,1120.3,0
treatment,34.44,44.81,1086.3,0
treatment,54.67,44.24,1252.3,0
treatment,81.12,33.6,1310.8,0
treatment,53.07,69.61,1290.5,0
treatment,23.84,16.43,1181.2,0
treatment,34.76,49.42,1249.1,0
treatment,44.86,40.73,1250.8,0
treatment,43.66,58.07,1194.1,1
treatment,52.74,43.63,1198.3,0
treatment,55.62,44.16,1189.3,0
treatment,81.15,39.2,1105.1,0
treatment,49.93,69.08,1114.8,0
treatment,29.26,44.04,1113.4,0
treatment,70.77,79.45,1028.1,0
treatment,72.73,48.9,1193.6,0
treatment,54.18,44.39,1176.1,0
treatment,45.56,41.38,1252.4,0
treatment,61.21,54.16,1299.8,0
treatment,46.2,33.41,1305.8,0
treatment,13.0,46.62,1314.8,0
treatment,60.14,44.15,1108.1,0
treatment,66.06,49.85,1044.0,0
treatment,75.94,50.3,1268.4,0
treatment,36.85,51.24,1311.3,0
treatment,54.07,45.71,1327.8,1
treatment,54.46,72.24,1226.1,0
treatment,51.54,51.61,990.3,0
treatment,52.07,90.91,1214.7,0
treatment,50.67,44.9,1232.8,0
treatment,53.81,61.26,1298.9,0
treatment,63.33,30.93,1315.8,1
treatment,71.97,69.21,1266.4,0
treatment,36.39,31.32,1124.2,0
treatment,46.9,52.21,1082.2,0
treatment,42.39,39.24,1230.7,0
treatment,39.82,52.14,1104.7,0
treatment,20.91,39.77,1320.1,0
treatment,50.44,29.79,1018.1,0
treatment,58.63,39.11,1233.9,0
treatment,47.21,71.75,1210.4,0
treatment,49.84,52.41,1160.4,0
treatment,57.53,20.8,1092.1,0
treatment,75.4,63.72,984.1,0
treatment,42.44,27.95,1129.5,1
treatment,28.91,57.38,1131.2,0
treatment,48.37,53.96,1285.6,0
treatment,83.9,55.09,1105.6,0
treatment,29.1,77.36,1223.0,1
treatment,61.7,29.08,1057.2,0
treatment,70.84,54.99,1225.6,1
treatment,7.42,66.67,967.4,0
treatment,57.38,32.42,1379.1,0
treatment,60.86,30.58,1166.6,0
treatment,45.19,38.83,914.5,0
treatment,38.36,49.85,1111.8,0
treatment,39.37,18.61,1096.8,0
treatment,44.09,53.93,1117.7,0
treatment,44.56,18.65,1145.4,1
treatment,41.17,67.28,1117.1,0
treatment,43.8,53.25,1102.4,0
treatment,71.43,78.44,1069.9,0
treatment,28.14,56.04,1258.1,0
treatment,18.52,38.51,1294.1,0
treatment,71.72,29.62,1155.8,0
treatment,46.54,48.3,1178.3,0
treatment,43.01,43.46,1073.0,0
treatment,48.0,65.35,1186.7,0
treatment,53.77,27.28,1201.8,0
treatment,40.57,80.38,1159.2,0
treatment,59.11,66.95,1217.6,0
treatment,32.68,40.34,1209.3,0
treatment,44.57,76.36,1079.9,0
treatment,10.14,29.9,1293.3,0
treatment,71.1,47.7,1160.3,0
treatment,46.83,21.02,1339.2,0
treatment,62.06,77.24,1219.9,0
treatment,58.58,14.35,1367.2,0
treatment,59.9,18.07,1291.7,0
treatment,49.86,32.58,1201.6,0
treatment,56.99,67.8,1111.3,0
treatment,32.7,61.19,1113.4,0
treatment,28.92,46.2,1230.6,0
treatment,48.18,62.34,1193.6,0
treatment,37.76,41.92,1124.0,0
treatment,75.66,51.6,1259.1,0
treatment,56.75,73.73,1183.7,0
treatment,37.1,39.56,1259.7,0
treatment,45.11,30.21,1087.3,0
treatment,52.39,52.47,1274.9,0
treatment,48.78,57.32,1227.6,0
treatment,54.89,45.99,1293.8,0
treatment,51.24,62.06,1272.9,0
treatment,24.97,40.38,1171.9,0
treatment,11.28,46.3,1164.3,0
treatment,43.28,50.74,1349.4,0
treatment,60.09,49.17,1152.4,0
treatment,43.48,73.04,1251.1,0
treatment,72.26,50.65,1143.8,0
treatment,49.16,38.53,1003.1,0
treatment,74.43,53.5,1063.4,0
treatment,70.73,62.16,1218.6,0
treatment,68.92,57.94,1246.6,0
treatment,28.34,56.94,1218.9,0
treatment,50.31,17.04,1288.9,0
treatment,72.01,-0.87,1217.2,0
treatment,54.9,66.95,1106.4,0
treatment,59.98,51.9,1236.5,0
treatment,25.02,43.61,1196.1,0
treatment,84.54,56.5,1125.3,0
treatment,35.76,78.69,1224.9,0
treatment,14.1,69.44,1187.5,0
treatment,43.68,61.32,1122.5,1
treatment,5.95,28.04,1163.1,0
treatment,30.47,30.38,1314.3,0
treatment,96.05,1.04,1311.2,0
treatment,43.16,55.4,1197.9,0
treatment,24.3,63.96,1185.4,0
treatment,50.46,65.42,1043.9,0
treatment,33.84,56.16,1343.3,0
treatment,65.56,41.23,1278.5,0
treatment,33.99,33.84,1251.4,0
treatment,54.87,29.14,963.9,0
treatment,29.35,41.06,1183.9,0
treatment,96.78,26.4,1167.9,0
treatment,59.07,75.61,1244.9,0
treatment,47.38,20.56,1137.2,0
treatment,44.73,40.45,1158.0,0
treatment,40.04,9.15,1238.8,0
treatment,36.3,49.34,1106.5,0
treatment,35.81,43.96,1125.5,0
treatment,80.21,37.58,1198.4,0
treatment,40.05,27.21,1307.2,0
treatment,11.67,44.04,1256.8,0
treatment,29.01,34.2,1282.2,0
treatment,66.7,41.54,1186.0,0
treatment,45.46,79.23,1322.0,0
treatment,47.59,47.1,1014.6,0
treatment,71.06,53.59,1372.1,0
treatment,36.01,35.64,1384.4,0
treatment,61.38,29.88,1223.4,0
treatment,37.98,43.59,1259.1,0
treatment,60.37,89.07,1176.4,0
treatment,42.96,38.83,1160.1,0
treatment,45.65,50.51,1122.0,0
treatment,64.76,29.09,1175.3,0
treatment,63.46,-5.59,1232.8,0
treatment,47.02,29.78,1219.9,0
treatment,41.51,86.85,1368.7,0
treatment,78.78,54.72,1189.5,0
treatment,60.61,73.54,1038.6,0
treatment,42.96,37.74,1336.2,0
treatment,38.24,1.58,1064.0,0
treatment,68.45,24.04,1126.9,0
treatment,52.08,51.15,1205.8,0
treatment,47.06,48.28,1219.6,0
treatment,52.07,43.81,1042.7,0
treatment,56.08,34.46,1109.1,0
treatment,48.98,60.91,1039.3,0
treatment,71.67,34.98,1239.1,0
treatment,72.67,49.54,1292.4,0
treatment,59.57,47.52,1063.9,0
treatment,74.74,37.37,1274.6,0
treatment,50.15,28.14,1268.4,0
treatment,62.43,36.31,1117.4,0
treatment,68.08,77.73,991.7,0
treatment,68.34,64.02,1078.2,0
treatment,66.49,62.37,1123.5,0
treatment,61.36,29.84,1326.5,0
treatment,85.23,18.12,1168.8,0
treatment,40.29,63.74,1084.4,0
treatment,47.21,60.29,1194.0,0
treatment,46.14,46.47,1056.9,0
treatment,43.37,37.33,1228.9,0
treatment,14.2,17.65,1087.1,0
treatment,74.75,59.61,1100.9,0
treatment,31.53,65.35,1215.7,0
treatment,53.06,31.78,1346.3,0
treatment,24.41,30.27,1388.8,0
treatment,61.17,66.34,1081.2,0
treatment,35.86,32.45,1123.3,1
treatment,29.55,76.02,1229.0,0
treatment,53.5,42.04,1291.0,0
treatment,37.39,37.04,974.4,0
treatment,39.67,44.81,1188.3,0
treatment,53.09,37.04,1133.7,0
treatment,64.4,64.27,997.2,0
treatment,35.27,59.94,1053.0,0
treatment,32.16,63.59,1126.1,0
treatment,50.42,47.32,1185.6,0
treatment,59.71,35.79,1275.8,0
treatment,76.33,43.84,1213.7,0
treatment,30.72,36.34,1270.0,0
treatment,44.28,70.4,1182.5,1
treatment,71.16,62.04,1113.0,0
treatment,85.52,42.35,1162.5,0
treatment,32.12,27.32,1246.1,0
treatment,36.7,71.74,1278.1,0
treatment,56.86,46.46,1166.0,0
treatment,39.6,41.66,1091.7,0
treatment,36.33,71.89,1211.9,0
treatment,54.4,34.82,1225.4,0
treatment,77.89,38.26,1297.1,0
treatment,26.43,39.85,1115.5,0
treatment,76.97,20.3,1116.6,0
treatment,39.65,49.68,1251.8,0
treatment,56.22,30.28,1141.3,0
treatment,78.64,33.73,1137.3,0
treatment,55.86,31.32,1299.1,0
treatment,44.65,33.43,1049.8,0
treatment,62.93,28.9,1375.3,0
treatment,46.88,48.45,1121.8,0
treatment,59.38,41.2,1262.3,0
treatment,46.32,44.86,1169.7,0
treatment,65.5,86.37,1205.8,0
treatment,24.9,41.2,1155.0,0
treatment,31.76,54.89,1261.4,0
treatment,24.64,56.94,1147.0,1
treatment,48.98,42.87,1125.6,0
treatment,22.47,48.93,1352.3,0
treatment,37.55,44.37,1182.8,0
treatment,30.06,47.65,1115.8,0
treatment,76.63,33.44,1038.4,0
treatment,32.17,35.1,1357.2,1
treatment,26.84,44.3,1127.6,0
treatment,54.47,8.51,1375.9,0
treatment,80.36,70.93,1217.9,0
treatment,47.91,82.9,1193.6,0
treatment,49.3,47.07,1196.1,0
treatment,73.23,55.98,1390.5,0
treatment,65.81,63.46,971.7,0
treatment,57.66,20.16,1200.4,0
treatment,39.52,60.71,1154.8,0
treatment,58.21,36.32,1159.8,0
treatment,25.51,85.23,1194.2,0
treatment,38.77,40.61,1154.7,0
treatment,75.77,60.35,1197.9,0
treatment,73.44,40.79,1177.8,0
treatment,57.87,83.54,1055.2,0
treatment,15.27,34.78,1216.2,0
treatment,28.25,64.97,1248.0,0
treatment,37.77,55.28,1128.5,0
treatment,46.91,51.28,1357.5,0
treatment,27.49,48.12,1306.9,0
treatment,45.57,31.99,1260.2,0
treatment,81.81,-2.55,1259.0,0
treatment,57.22,63.34,1182.9,0
treatment,53.94,35.2,1288.4,0
treatment,31.68,65.05,1329.2,0
treatment,20.5,50.33,1256.8,0
treatment,27.89,65.6,1125.8,0
treatment,19.77,58.43,1176.2,0
treatment,51.35,-0.36,1234.5,0
treatment,56.91,55.07,1259.6,0
treatment,32.62,37.81,1172.6,0
treatment,52.66,64.97,1126.2,0
treatment,76.44,54.64,1330.5,0
treatment,85.24,54.85,1078.1,0
treatment,63.87,39.1,1090.6,0
treatment,46.85,27.57,1053.9,0
treatment,63.29,36.21,1090.4,0
treatment,74.33,11.6,1298.5,0
treatment,13.87,33.37,1301.7,0
treatment,76.68,17.65,1173.0,0
treatment,40.2,18.12,1227.1,1
treatment,40.37,46.1,1179.0,0
treatment,43.61,53.61,1066.8,0
treatment,55.76,43.43,1390.7,0
treatment,30.0,35.02,1310.6,0
treatment,44.87,26.95,1213.7,0
treatment,59.45,38.29,1098.7,0
treatment,53.93,29.2,1158.6,0
treatment,56.85,42.87,1114.2,0
treatment,44.17,16.61,1189.3,1
treatment,62.49,56.62,1209.4,0
treatment,69.02,33.79,1147.6,0
treatment,67.94,50.77,1041.8,0
treatment,57.7,59.97,1382.5,0
treatment,66.9,49.9,1202.6,0
treatment,65.68,58.38,1223.4,0
treatment,98.18,6.8,1139.9,0
treatment,71.93,35.13,1031.6,0
treatment,48.4,63.86,1172.1,0
treatment,33.59,53.17,1149.3,0
treatment,45.3,77.27,1247.4,0
treatment,44.03,74.68,1266.1,0
treatment,59.21,49.39,1252.7,0
treatment,37.4,39.46,1273.9,0
treatment,71.46,26.75,1351.3,0
treatment,24.99,35.44,1217.0,0
treatment,20.61,36.65,1284.4,0
treatment,47.57,33.32,1226.9,0
treatment,34.83,27.47,999.5,0
treatment,27.35,51.23,1165.3,0
treatment,38.53,74.54,1097.6,0
treatment,36.29,60.8,1202.0,0
treatment,50.18,38.2,1104.9,0
treatment,38.83,62.25,1237.5,0
treatment,40.3,50.24,1273.2,0
treatment,49.91,43.27,1294.3,0
treatment,68.26,42.14,1333.8,0
treatment,76.47,40.4,1020.8,0
treatment,52.66,55.72,1066.1,0
treatment,54.06,46.51,1458.1,0
treatment,46.7,30.89,1275.9,0
treatment,58.66,30.02,1201.3,0
treatment,57.02,49.51,1183.0,0
treatment,73.87,51.72,1174.6,0
treatment,16.0,38.36,996.3,0
treatment,45.78,23.62,1106.6,0
treatment,56.11,66.52,1169.4,0
treatment,49.53,62.69,1112.0,0
treatment,33.09,8.23,1124.4,0
treatment,26.61,68.11,1423.1,0
treatment,64.51,40.24,1156.1,0
treatment,36.38,47.42,1206.4,0
treatment,18.41,64.49,1203.0,0
treatment,65.42,73.75,1236.0,0
treatment,58.26,62.05,1134.7,0
treatment,47.91,48.34,1298.5,0
treatment,33.54,19.24,1222.1,0
treatment,47.96,7.53,1057.7,0
treatment,71.88,59.81,1169.8,0
treatment,20.94,68.16,1163.6,0
treatment,21.85,29.34,1159.3,0
treatment,38.7,39.14,1228.4,0
treatment,49.52,33.97,1240.3,0
treatment,41.07,33.49,1229.1,0
treatment,61.57,63.35,1212.2,0
treatment,69.6,47.93,1188.1,0
treatment,55.02,39.87,975.6,0
treatment,60.09,91.84,1253.9,1
treatment,54.9,18.18,1226.4,0
treatment,50.17,53.86,1086.4,0
treatment,26.72,25.12,1206.7,1
treatment,31.5,41.17,1241.6,0
treatment,25.68,46.68,1291.3,0
treatment,47.33,59.2,1228.5,0
treatment,54.18,39.3,1210.6,0
treatment,23.91,37.39,1269.9,0
treatment,51.31,38.98,1150.9,0
treatment,34.25,24.56,1219.1,0
treatment,30.75,55.38,1121.0,0
treatment,38.74,49.06,1285.5,0
treatment,29.83,51.83,1027.1,0
treatment,60.92,42.75,1257.6,0
treatment,46.98,40.53,1181.7,0
treatment,64.67,65.16,1271.7,0
treatment,42.02,62.39,1105.8,0
treatment,42.7,69.47,1188.5,1
treatment,83.72,50.71,1185.8,0
treatment,20.78,68.35,1221.2,0
treatment,73.12,36.51,1080.5,0
treatment,79.78,40.38,1240.4,0
treatment,63.78,65.51,1004.6,0
treatment,44.05,59.18,1116.6,0
treatment,75.68,38.77,1031.5,0
treatment,44.21,25.17,1258.7,0
treatment,37.3,40.33,1218.0,0
treatment,43.01,31.67,1223.3,0
treatment,39.74,75.04,1320.0,0
treatment,32.96,57.68,1150.0,0
treatment,69.98,30.21,1237.9,0
treatment,36.08,25.19,1186.3,0
treatment,49.47,29.99,1171.8,0
treatment,24.01,33.94,1304.1,0
treatment,50.55,41.0,1377.8,0
treatment,29.19,64.06,1139.0,0
treatment,28.75,26.6,1259.2,0
treatment,48.03,85.21,1210.3,0
treatment,69.03,27.02,1211.5,0
treatment,57.93,18.64,1203.5,0
treatment,59.16,74.39,1148.4,0
treatment,47.66,67.78,839.4,0
treatment,43.96,40.72,1325.8,0
treatment,64.24,50.86,1114.0,0
treatment,39.86,51.32,1157.1,0
treatment,65.02,46.46,1159.1,0
treatment,72.25,20.66,1105.5,0
treatment,34.86,-0.68,1202.8,0
treatment,37.5,28.79,1175.8,0
treatment,40.18,76.69,1111.9,0
treatment,23.59,77.4,1194.2,1
treatment,41.55,39.29,1176.9,0
treatment,73.43,26.76,1268.1,0
treatment,31.18,49.01,1052.7,0
treatment,73.85,51.9,1103.5,0
treatment,42.2,54.81,1248.9,0
treatment,88.05,-1.49,1119.2,0
treatment,37.73,100.84,1094.2,0
treatment,47.41,64.38,1123.9,0
treatment,33.62,40.44,1170.4,0
treatment,37.62,31.07,1170.8,0
treatment,74.09,61.77,1160.1,0
treatment,58.54,52.92,1082.3,1
treatment,68.52,45.66,1253.5,0
treatment,26.32,52.25,1306.0,0
treatment,61.79,41.97,998.5,0
treatment,32.51,51.23,1032.4,0
treatment,25.93,57.07,1275.3,0
treatment,54.3,50.18,1329.1,0
treatment,54.11,49.24,977.7,1
treatment,50.96,69.07,1257.5,0
treatment,62.92,15.25,1335.6,0
treatment,65.72,29.64,1098.1,0
treatment,76.46,44.48,1330.1,0
treatment,28.57,30.86,1163.1,0
treatment,77.04,36.87,1209.9,0
treatment,83.88,67.18,1111.7,0
treatment,43.41,41.32,1275.1,0
treatment,19.97,11.07,1259.3,0
treatment,25.1,36.38,1343.8,0
treatment,41.69,45.05,1316.9,0
treatment,86.25,44.71,1179.1,0
treatment,50.31,54.01,1475.3,0
treatment,38.89,52.54,1308.3,0
treatment,37.66,41.5,1231.3,0
treatment,26.19,22.53,1085.3,0
treatment,65.74,36.06,1034.6,0
treatment,48.34,32.79,1042.7,0
treatment,87.8,38.87,1091.3,0
treatment,61.31,56.44,1310.8,0
treatment,64.94,51.27,1226.3,0
treatment,45.64,58.83,1121.7,0
treatment,30.36,37.09,1167.1,0
treatment,34.28,71.15,1155.5,0
treatment,25.35,56.11,1256.0,0
treatment,66.39,46.02,1096.5,0
treatment,43.07,54.86,1213.2,0
treatment,67.15,31.84,1208.5,0
treatment,52.45,6.04,1099.4,0
treatment,44.73,33.08,1330.9,0
treatment,28.95,57.45,1151.9,0
treatment,55.43,45.44,1085.7,0
treatment,46.06,41.54,1261.0,0
treatment,66.24,28.74,1185.2,0
treatment,37.12,8.8,1218.8,0
treatment,61.09,69.65,1067.5,0
treatment,79.54,40.26,1257.2,0
treatment,54.91,36.27,1386.4,0
treatment,64.14,31.91,1060.0,0
treatment,60.29,66.58,1213.6,0
treatment,84.17,59.86,1105.4,0
treatment,56.69,26.59,1435.5,0
treatment,62.6,64.96,1297.8,0
treatment,49.35,41.39,1206.8,0
treatment,36.06,33.01,1063.4,0
treatment,28.25,38.71,1086.3,0
treatment,72.8,29.9,1250.9,0
treatment,31.85,20.22,1050.6,0
treatment,63.43,57.97,1053.5,0
treatment,57.49,40.03,1180.8,0
treatment,66.52,55.11,1192.7,0
treatment,40.74,49.17,1216.1,0
treatment,35.77,53.87,1138.2,0
treatment,56.81,7.17,1267.4,0
treatment,44.74,28.4,1098.1,0
treatment,27.84,54.25,1239.5,0
treatment,84.89,21.05,1200.3,0
treatment,35.75,50.72,1237.1,0
treatment,32.11,18.97,1292.3,0
treatment,45.64,44.3,1136.7,0
treatment,72.55,72.98,1117.2,0
treatment,11.0,57.94,1019.6,0
treatment,71.06,10.69,988.2,0
treatment,33.59,59.27,1163.3,0
treatment,54.76,76.8,1169.8,0
treatment,37.83,94.35,1076.8,0
treatment,85.85,52.55,1097.2,0
treatment,52.24,19.44,1324.7,0
treatment,37.25,51.82,1263.2,0
treatment,44.58,72.73,1060.1,0
treatment,51.61,40.63,1138.0,0
treatment,53.2,62.78,1218.6,0
treatment,57.9,28.89,1120.5,0
treatment,49.97,50.7,1103.2,0
treatment,25.21,-0.81,1147.9,0
treatment,43.88,26.89,1283.6,0
treatment,60.92,43.89,1292.2,0
treatment,37.94,37.46,1110.1,0
treatment,62.11,20.59,1223.8,0
treatment,50.57,35.01,1179.4,0
treatment,46.08,49.93,1084.2,1
treatment,71.49,42.45,1151.8,0
treatment,18.71,45.1,1059.9,0
treatment,37.84,57.18,1290.5,0
treatment,72.18,37.82,1327.5,0
treatment,82.94,68.47,1141.0,0
treatment,91.15,26.19,1118.3,0
treatment,50.91,78.7,1280.2,1
treatment,58.24,64.03,1295.5,0
treatment,64.71,37.59,1074.1,0
treatment,72.95,38.79,1165.9,0
treatment,55.64,47.72,1174.4,0
treatment,66.67,54.78,1106.8,0
treatment,58.28,63.7,1216.7,0
treatment,59.4,19.87,1113.5,0
treatment,33.47,51.87,1128.7,0
treatment,44.07,5.9,1170.4,0
treatment,40.59,40.81,1038.5,0
treatment,28.6,70.17,984.6,1
treatment,20.27,18.48,1267.2,0
treatment,42.37,15.21,1109.7,0
treatment,45.25,47.97,1382.8,0
treatment,51.89,68.97,1367.3,0
treatment,60.0,49.86,1131.9,0
treatment,53.39,9.72,1402.2,0
treatment,45.38,13.7,1269.1,0
treatment,33.53,45.76,1118.7,0
treatment,65.79,22.77,934.7,0
treatment,48.17,46.46,1245.4,0
treatment,42.19,47.53,1183.0,0
treatment,46.64,35.18,1221.0,0
treatment,36.81,76.67,1158.3,0
treatment,40.45,54.63,1071.3,0
treatment,39.88,65.81,1139.4,0
treatment,44.83,60.57,1247.1,0
treatment,61.8,41.3,1146.3,0
treatment,57.33,40.5,1145.8,0
treatment,77.84,38.64,1035.7,0
treatment,71.81,56.26,1188.7,0
treatment,85.22,32.29,1074.4,0
treatment,60.06,75.05,1267.3,0
treatment,59.78,30.57,1110.3,0
treatment,41.23,47.86,1151.9,0
treatment,64.87,39.88,1385.6,1
treatment,38.19,35.89,1150.9,0
treatment,23.53,83.1,1138.1,0
treatment,77.47,36.1,1235.6,0
treatment,27.51,38.52,1010.4,0
treatment,57.9,32.05,1298.8,0
treatment,34.15,44.74,1274.4,0
treatment,70.28,42.18,1229.8,0
treatment,72.73,23.85,859.2,0
treatment,59.53,36.36,1155.4,0
treatment,72.43,54.97,1059.1,0
treatment,50.13,62.49,1286.8,0
treatment,90.22,44.43,1280.0,0
treatment,63.43,45.06,1216.9,0
treatment,33.79,37.5,1065.7,0
treatment,51.25,34.96,1322.0,0
treatment,47.25,27.45,1155.1,0
treatment,45.49,15.98,1351.5,0
treatment,20.17,31.36,1205.2,0
treatment,56.96,60.27,1228.1,0
treatment,25.06,36.36,1136.3,0
treatment,4.54,37.77,1313.7,1
treatment,43.81,37.42,1237.8,0
treatment,36.39,66.4,1317.1,0
treatment,34.49,27.29,1196.9,0
treatment,-5.86,48.99,1175.5,0
treatment,34.68,42.77,1236.5,0
treatment,46.87,45.22,1317.0,0
treatment,38.59,48.4,1276.6,0
treatment,56.97,45.03,1193.1,0
treatment,75.07,58.27,1003.6,0
treatment,59.29,43.47,1257.0,0
treatment,68.48,75.4,1043.3,0
treatment,69.96,44.8,1183.3,0
treatment,31.66,13.34,1169.0,0
treatment,57.9,55.49,1045.3,0
treatment,67.91,51.06,1215.4,0
treatment,42.15,44.59,1384.7,0
treatment,35.77,39.33,1150.3,0
treatment,59.55,5.94,1252.8,0
treatment,23.33,8.96,1403.8,0
treatment,30.42,73.66,1261.9,0
treatment,38.0,33.46,1118.7,0
treatment,58.11,61.38,1202.5,0
treatment,53.94,15.15,1225.7,0
treatment,68.58,25.16,1316.2,0
treatment,33.41,56.22,1295.3,0
treatment,32.44,42.15,916.9,0
treatment,59.43,53.68,1098.7,0
treatment,35.62,43.75,1173.3,0
treatment,39.14,40.26,1083.5,1
treatment,16.58,31.76,828.5,0
treatment,55.24,22.51,1111.1,0
treatment,77.74,69.25,1179.7,0
treatment,31.47,72.21,1130.1,0
treatment,68.39,25.3,1085.3,0
treatment,48.93,24.13,1183.9,0
treatment,18.22,37.74,1212.6,0
treatment,33.89,50.13,1135.5,0
treatment,32.78,40.73,1310.3,0
treatment,44.3,52.99,1185.5,0
treatment,57.55,43.11,1097.2,0
treatment,83.28,41.94,1073.2,0
treatment,24.24,87.44,1159.8,0
treatment,41.27,34.55,1285.8,0
treatment,33.87,73.52,1101.7,0
treatment,27.18,70.04,1236.6,0
treatment,51.72,53.07,1189.0,0
treatment,50.03,9.33,1369.4,0
treatment,17.35,44.56,1217.1,0
treatment,50.33,34.74,1113.7,0
treatment,28.3,44.36,1250.0,0
treatment,50.21,24.87,1253.2,0
treatment,72.85,57.61,1142.3,0
treatment,58.34,61.73,1069.4,0
treatment,53.2,65.06,1230.9,0
treatment,40.48,37.12,1186.0,0
treatment,51.2,24.93,1035.9,0
treatment,60.14,50.33,1204.2,0
treatment,58.35,75.61,1119.5,0
treatment,48.21,45.25,1036.0,0
